,Insult,Date,Comment,tokenized_sents,stemmed,replaced stemmed
3755,0,20120619133905Z,you mean clacking back at him lol  hes someone typing to you on a computer somewhere  he as no relevance on your life nor in your life and you choose to let him impact you as if he does my action or non action rather comes from me knowing what i could do to somebody if i get mad and knowing that i cant do nothing about him because he has no bearing on my life,"['mean', 'clacking', 'back', 'lol', 'hes', 'someone', 'typing', 'computer', 'somewhere', 'relevance', 'life', 'life', 'choose', 'let', 'impact', 'action', 'non', 'action', 'rather', 'comes', 'knowing', 'could', 'somebody', 'get', 'mad', 'knowing', 'cant', 'nothing', 'bearing', 'life']","['mean', 'clack', 'back', 'lol', 'hes', 'someon', 'type', 'comput', 'somewher', 'relev', 'life', 'life', 'choos', 'let', 'impact', 'action', 'non', 'action', 'rather', 'come', 'know', 'could', 'somebodi', 'get', 'mad', 'know', 'cant', 'noth', 'bear', 'life']","['mean', 'clack', 'back', 'lol', 'hes', 'someon', 'type', 'comput', 'somewher', 'relev', 'life', 'life', 'choos', 'let', 'impact', 'action', 'non', 'action', 'rather', 'come', 'know', 'could', 'somebodi', 'get', 'mad', 'know', 'cant', 'noth', 'bear', 'life']"
3756,0,,santorum is the medias sweetie pieobamas medias loving him cuz they know in a head to head wobamasantorum would be destroyedbadlyfoxnews is loving santorum because they hate newtfoxnewsall of them yanked santorum up from last place where hed been for monthsbuilt rick up prior to iowa all we heared on foxnews was ogh rickhmm ricksomethin about rick fact is there was nobody left to make newt goneso for now santorums horrible record of huge earmarksvoted to raise debt limit 6 timesricks a well know wash politicianbluecollar regular guylolotake a closer look rick has basically copied newts ideasbut rick lacks substancebigtime foxnews is gleaming with joy nownot cuz they love rickthey dontcuz the put rick in to get newt out strategy for now has workedthe media is speaking of newt in the past tensethey made this mistake twice in the last year dont expect fox or any of the other nosey asspolitically obsessed reporters to expose rick santorum for what they know he really isa big problem if the nomineebig,"['santorum', 'medias', 'sweetie', 'pieobamas', 'medias', 'loving', 'cuz', 'know', 'head', 'head', 'wobamasantorum', 'would', 'destroyedbadlyfoxnews', 'loving', 'santorum', 'hate', 'newtfoxnewsall', 'yanked', 'santorum', 'last', 'place', 'hed', 'monthsbuilt', 'rick', 'prior', 'iowa', 'heared', 'foxnews', 'ogh', 'rickhmm', 'ricksomethin', 'rick', 'fact', 'nobody', 'left', 'make', 'newt', 'goneso', 'santorums', 'horrible', 'record', 'huge', 'earmarksvoted', 'raise', 'debt', 'limit', '6', 'timesricks', 'well', 'know', 'wash', 'politicianbluecollar', 'regular', 'guylolotake', 'closer', 'look', 'rick', 'basically', 'copied', 'newts', 'ideasbut', 'rick', 'lacks', 'substancebigtime', 'foxnews', 'gleaming', 'joy', 'nownot', 'cuz', 'love', 'rickthey', 'dontcuz', 'put', 'rick', 'get', 'newt', 'strategy', 'workedthe', 'media', 'speaking', 'newt', 'past', 'tensethey', 'made', 'mistake', 'twice', 'last', 'year', 'dont', 'expect', 'fox', 'nosey', 'asspolitically', 'obsessed', 'reporters', 'expose', 'rick', 'santorum', 'know', 'really', 'isa', 'big', 'problem', 'nomineebig']","['santorum', 'media', 'sweeti', 'pieobama', 'media', 'love', 'cuz', 'know', 'head', 'head', 'wobamasantorum', 'would', 'destroyedbadlyfoxnew', 'love', 'santorum', 'hate', 'newtfoxnewsal', 'yank', 'santorum', 'last', 'place', 'hed', 'monthsbuilt', 'rick', 'prior', 'iowa', 'hear', 'foxnew', 'ogh', 'rickhmm', 'ricksomethin', 'rick', 'fact', 'nobodi', 'left', 'make', 'newt', 'goneso', 'santorum', 'horribl', 'record', 'huge', 'earmarksvot', 'rais', 'debt', 'limit', '6', 'timesrick', 'well', 'know', 'wash', 'politicianbluecollar', 'regular', 'guylolotak', 'closer', 'look', 'rick', 'basic', 'copi', 'newt', 'ideasbut', 'rick', 'lack', 'substancebigtim', 'foxnew', 'gleam', 'joy', 'nownot', 'cuz', 'love', 'rickthey', 'dontcuz', 'put', 'rick', 'get', 'newt', 'strategi', 'workedth', 'media', 'speak', 'newt', 'past', 'tensethey', 'made', 'mistak', 'twice', 'last', 'year', 'dont', 'expect', 'fox', 'nosey', 'asspolit', 'obsess', 'report', 'expos', 'rick', 'santorum', 'know', 'realli', 'isa', 'big', 'problem', 'nomineebig']","['santorum', 'media', 'sweeti', 'pieobama', 'media', 'love', 'cuz', 'know', 'head', 'head', 'wobamasantorum', 'would', 'destroyedbadlyfoxnew', 'love', 'santorum', 'hate', 'newtfoxnewsal', 'yank', 'santorum', 'last', 'place', 'hed', 'monthsbuilt', 'rick', 'prior', 'iowa', 'hear', 'foxnew', 'ogh', 'rickhmm', 'ricksomethin', 'rick', 'fact', 'nobodi', 'left', 'make', 'newt', 'goneso', 'santorum', 'horribl', 'record', 'huge', 'earmarksvot', 'rais', 'debt', 'limit', '6', 'timesrick', 'well', 'know', 'wash', 'politicianbluecollar', 'regular', 'guylolotak', 'closer', 'look', 'rick', 'basic', 'copi', 'newt', 'ideasbut', 'rick', 'lack', 'substancebigtim', 'foxnew', 'gleam', 'joy', 'nownot', 'cuz', 'love', 'rickthey', 'dontcuz', 'put', 'rick', 'get', 'newt', 'strategi', 'workedth', 'media', 'speak', 'newt', 'past', 'tensethey', 'made', 'mistak', 'twice', 'last', 'year', 'dont', 'expect', 'fox', 'nosey', 'asspolit', 'obsess', 'report', 'expos', 'rick', 'santorum', 'know', 'realli', 'isa', 'big', 'problem', 'nomineebig']"
3757,0,,hughes is a real dummy just proves that you need a brain to be a manager hence his success over the years,"['hughes', 'real', 'dummy', 'proves', 'need', 'brain', 'manager', 'hence', 'success', 'years']","['hugh', 'real', 'dummi', 'prove', 'need', 'brain', 'manag', 'henc', 'success', 'year']","['hugh', 'real', 'dummi', 'prove', 'need', 'brain', 'manag', 'henc', 'success', 'year']"
3758,0,,desperate sad women,"['desperate', 'sad', 'women']","['desper', 'sad', 'women']","['desper', 'sad', 'women']"
3759,0,20120528042103Z,and why do we need that when practically even the worst secrets get though,"['need', 'practically', 'even', 'worst', 'secrets', 'get', 'though']","['need', 'practic', 'even', 'worst', 'secret', 'get', 'though']","['need', 'practic', 'even', 'worst', 'secret', 'get', 'though']"
3760,0,20120529014711Z,how much does entitlement take up,"['much', 'entitlement', 'take']","['much', 'entitl', 'take']","['much', 'entitl', 'take']"
3761,0,20120528231014Z,ill take your word for itnnjust out of dumbfounded curiosity one time i took the figures for existing nuclear weapons and divided it by timenni found that at that time there were enough nuclear weapons on earth to detonate one each second for thirteen hours  and more i no longer remember the exact amount of timennwe had enough nuclear weapons to detonate one every second of every minute for over thirteen hoursnnit was about then that i became clear what insanity was,"['ill', 'take', 'word', 'itnnjust', 'dumbfounded', 'curiosity', 'one', 'time', 'took', 'figures', 'existing', 'nuclear', 'weapons', 'divided', 'timenni', 'found', 'time', 'enough', 'nuclear', 'weapons', 'earth', 'detonate', 'one', 'second', 'thirteen', 'hours', 'longer', 'remember', 'exact', 'amount', 'timennwe', 'enough', 'nuclear', 'weapons', 'detonate', 'one', 'every', 'second', 'every', 'minute', 'thirteen', 'hoursnnit', 'became', 'clear', 'insanity']","['ill', 'take', 'word', 'itnnjust', 'dumbfound', 'curios', 'one', 'time', 'took', 'figur', 'exist', 'nuclear', 'weapon', 'divid', 'timenni', 'found', 'time', 'enough', 'nuclear', 'weapon', 'earth', 'deton', 'one', 'second', 'thirteen', 'hour', 'longer', 'rememb', 'exact', 'amount', 'timennw', 'enough', 'nuclear', 'weapon', 'deton', 'one', 'everi', 'second', 'everi', 'minut', 'thirteen', 'hoursnnit', 'becam', 'clear', 'insan']","['ill', 'take', 'word', 'itnnjust', 'dumbfound', 'curios', 'one', 'time', 'took', 'figur', 'exist', 'nuclear', 'weapon', 'divid', 'timenni', 'found', 'time', 'enough', 'nuclear', 'weapon', 'earth', 'deton', 'one', 'second', 'thirteen', 'hour', 'longer', 'rememb', 'exact', 'amount', 'timennw', 'enough', 'nuclear', 'weapon', 'deton', 'one', 'everi', 'second', 'everi', 'minut', 'thirteen', 'hoursnnit', 'becam', 'clear', 'insan']"
3762,0,20120611191926Z,alisterdognwhat a great show between this and fringe and several other shows this is just the best tv season evah and btw all yes all of these are available on hulu so even tho i worked last night and missed all of them i just finished watching every episode of every show i missed fuck i love the 21st century,"['alisterdognwhat', 'great', 'show', 'fringe', 'several', 'shows', 'best', 'tv', 'season', 'evah', 'btw', 'yes', 'available', 'hulu', 'even', 'tho', 'worked', 'last', 'night', 'missed', 'finished', 'watching', 'every', 'episode', 'every', 'show', 'missed', 'fuck', 'love', '21st', 'century']","['alisterdognwhat', 'great', 'show', 'fring', 'sever', 'show', 'best', 'tv', 'season', 'evah', 'btw', 'yes', 'avail', 'hulu', 'even', 'tho', 'work', 'last', 'night', 'miss', 'finish', 'watch', 'everi', 'episod', 'everi', 'show', 'miss', 'fuck', 'love', '21st', 'centuri']","['alisterdognwhat', 'great', 'show', 'fring', 'sever', 'show', 'best', 'tv', 'season', 'evah', 'btw', 'yes', 'avail', 'hulu', 'even', 'tho', 'work', 'last', 'night', 'miss', 'finish', 'watch', 'everi', 'episod', 'everi', 'show', 'miss', 'fuck', 'love', '21st', 'centuri']"
3763,0,20120610142216Z,you sound like you need a hug ,"['sound', 'like', 'need', 'hug']","['sound', 'like', 'need', 'hug']","['sound', 'like', 'need', 'hug']"
3764,1,20120618201950Z,hey buttfuckle when your wife is hip deep in the lime light destroying republicans will she still have time to vacuum your rug and wipe your bottom for younnwhat color will your nanny be,"['hey', 'buttfuckle', 'wife', 'hip', 'deep', 'lime', 'light', 'destroying', 'republicans', 'still', 'time', 'vacuum', 'rug', 'wipe', 'bottom', 'younnwhat', 'color', 'nanny']","['hey', 'buttfuckl', 'wife', 'hip', 'deep', 'lime', 'light', 'destroy', 'republican', 'still', 'time', 'vacuum', 'rug', 'wipe', 'bottom', 'younnwhat', 'color', 'nanni']","['hey', 'buttfuckl', 'wife', 'hip', 'deep', 'lime', 'light', 'destroy', 'republican', 'still', 'time', 'vacuum', 'rug', 'wipe', 'bottom', 'younnwhat', 'color', 'nanni']"
3765,1,20120529011059Z,last year youre saying we are bankrupt understand grammar,"['last', 'year', 'youre', 'saying', 'bankrupt', 'understand', 'grammar']","['last', 'year', 'your', 'say', 'bankrupt', 'understand', 'grammar']","['last', 'year', 'your', 'say', 'bankrupt', 'understand', 'grammar']"
3766,1,20120612023151Z,shut up stupid you said that none of them donnthen you said the ones who do do so to troll westernersnnnow youre changing your story again youre truly an imbecile,"['shut', 'stupid', 'said', 'none', 'donnthen', 'said', 'ones', 'troll', 'westernersnnnow', 'youre', 'changing', 'story', 'youre', 'truly', 'imbecile']","['shut', 'stupid', 'said', 'none', 'donnthen', 'said', 'one', 'troll', 'westernersnnnow', 'your', 'chang', 'stori', 'your', 'truli', 'imbecil']","['shut', 'stupid', 'said', 'none', 'donnthen', 'said', 'one', 'troll', 'westernersnnnow', 'your', 'chang', 'stori', 'your', 'truli', 'imbecil']"
3767,0,20120515211825Z,dont pick on prophet just because he went all muslim recently,"['dont', 'pick', 'prophet', 'went', 'muslim', 'recently']","['dont', 'pick', 'prophet', 'went', 'muslim', 'recent']","['dont', 'pick', 'prophet', 'went', 'muslim', 'recent']"
3768,0,20120612034146Z,why not xa0they used flame throwers in aliens,"['xa0they', 'used', 'flame', 'throwers', 'aliens']","['xa0they', 'use', 'flame', 'thrower', 'alien']","['xa0they', 'use', 'flame', 'thrower', 'alien']"
3769,0,20120529160139Z,i fuck my wife while playing fallout 3 and fap to gran turismo 5,"['fuck', 'wife', 'playing', 'fallout', '3', 'fap', 'gran', 'turismo', '5']","['fuck', 'wife', 'play', 'fallout', '3', 'fap', 'gran', 'turismo', '5']","['fuck', 'wife', 'play', 'fallout', '3', 'fap', 'gran', 'turismo', '5']"
3770,0,20120528171412Z,what size are you,['size'],['size'],['size']
3771,0,20120515214423Z,you know your history,"['know', 'history']","['know', 'histori']","['know', 'histori']"
3772,0,20120612013811Z,better if it were a 500 though,"['better', '500', 'though']","['better', '500', 'though']","['better', '500', 'though']"
3773,1,20120502225548Z,youre the stuff of nightmares moron,"['youre', 'stuff', 'nightmares', 'moron']","['your', 'stuff', 'nightmar', 'moron']","['your', 'stuff', 'nightmar', 'moron']"
3774,0,,kick ass maybe because you have men and women of different ideological persuasions along with judicial philosophies who have shaped establishment clause jurisprudence for centuries  expecting some consistency is like expecting the sun to rise in the west,"['kick', 'ass', 'maybe', 'men', 'women', 'different', 'ideological', 'persuasions', 'along', 'judicial', 'philosophies', 'shaped', 'establishment', 'clause', 'jurisprudence', 'centuries', 'expecting', 'consistency', 'like', 'expecting', 'sun', 'rise', 'west']","['kick', 'ass', 'mayb', 'men', 'women', 'differ', 'ideolog', 'persuas', 'along', 'judici', 'philosophi', 'shape', 'establish', 'claus', 'jurisprud', 'centuri', 'expect', 'consist', 'like', 'expect', 'sun', 'rise', 'west']","['kick', 'ass', 'mayb', 'men', 'women', 'differ', 'ideolog', 'persuas', 'along', 'judici', 'philosophi', 'shape', 'establish', 'claus', 'jurisprud', 'centuri', 'expect', 'consist', 'like', 'expect', 'sun', 'rise', 'west']"
3775,1,20120610152720Z,i fucked your white mom ggg you know that stands for german goo girls right some raunchy ass pornoi i actually think i saw you on it getting your black ass pissed on,"['fucked', 'white', 'mom', 'ggg', 'know', 'stands', 'german', 'goo', 'girls', 'right', 'raunchy', 'ass', 'pornoi', 'actually', 'think', 'saw', 'getting', 'black', 'ass', 'pissed']","['fuck', 'white', 'mom', 'ggg', 'know', 'stand', 'german', 'goo', 'girl', 'right', 'raunchi', 'ass', 'pornoi', 'actual', 'think', 'saw', 'get', 'black', 'ass', 'piss']","['fuck', 'white', 'mom', 'ggg', 'know', 'stand', 'german', 'goo', 'girl', 'right', 'raunchi', 'ass', 'pornoi', 'actual', 'think', 'saw', 'get', 'black', 'ass', 'piss']"
3776,0,,next pete hoekstras ad should star michelle malkin,"['next', 'pete', 'hoekstras', 'ad', 'star', 'michelle', 'malkin']","['next', 'pete', 'hoekstra', 'ad', 'star', 'michell', 'malkin']","['next', 'pete', 'hoekstra', 'ad', 'star', 'michell', 'malkin']"
3777,0,20120530044901Z,brewers  dodgersnnbraun  kempnnend of threadnn,"['brewers', 'dodgersnnbraun', 'kempnnend', 'threadnn']","['brewer', 'dodgersnnbraun', 'kempnnend', 'threadnn']","['brewer', 'dodgersnnbraun', 'kempnnend', 'threadnn']"
3778,0,20120620175803Z,they are only covering it because cbs has been for over six months xa0they cant look as if they ignored the story xa0cnns ratings are already bad enough,"['covering', 'cbs', 'six', 'months', 'xa0they', 'cant', 'look', 'ignored', 'story', 'xa0cnns', 'ratings', 'already', 'bad', 'enough']","['cover', 'cbs', 'six', 'month', 'xa0they', 'cant', 'look', 'ignor', 'stori', 'xa0cnn', 'rate', 'alreadi', 'bad', 'enough']","['cover', 'cbs', 'six', 'month', 'xa0they', 'cant', 'look', 'ignor', 'stori', 'xa0cnn', 'rate', 'alreadi', 'bad', 'enough']"
3779,0,20120620164738Z,hell do after the dressage nhe is really one of usnwho doesnt like dressage,"['hell', 'dressage', 'nhe', 'really', 'one', 'usnwho', 'doesnt', 'like', 'dressage']","['hell', 'dressag', 'nhe', 'realli', 'one', 'usnwho', 'doesnt', 'like', 'dressag']","['hell', 'dressag', 'nhe', 'realli', 'one', 'usnwho', 'doesnt', 'like', 'dressag']"
3780,0,20120611184543Z,reallyxa0 seriouslyxa0 people thowin trash out on the road aint rightxa0 ya thinkxa0 so you noble knights are going to do something about somethin that aint rightxa0 can ya think of oh anything else that aint rightxa0xa0 mental and moral giantsnnfellasxa0 when you hang around in your little groups and talk crazy you are missing out on normal feedbackxa0 then when you climb out from under your rock you forget that we can all see that you dont have the sensexa0god gave a goatxa0 please go back underground and stay there for everyones sake,"['reallyxa0', 'seriouslyxa0', 'people', 'thowin', 'trash', 'road', 'aint', 'rightxa0', 'ya', 'thinkxa0', 'noble', 'knights', 'going', 'something', 'somethin', 'aint', 'rightxa0', 'ya', 'think', 'oh', 'anything', 'else', 'aint', 'rightxa0xa0', 'mental', 'moral', 'giantsnnfellasxa0', 'hang', 'around', 'little', 'groups', 'talk', 'crazy', 'missing', 'normal', 'feedbackxa0', 'climb', 'rock', 'forget', 'see', 'dont', 'sensexa0god', 'gave', 'goatxa0', 'please', 'go', 'back', 'underground', 'stay', 'everyones', 'sake']","['reallyxa0', 'seriouslyxa0', 'peopl', 'thowin', 'trash', 'road', 'aint', 'rightxa0', 'ya', 'thinkxa0', 'nobl', 'knight', 'go', 'someth', 'somethin', 'aint', 'rightxa0', 'ya', 'think', 'oh', 'anyth', 'els', 'aint', 'rightxa0xa0', 'mental', 'moral', 'giantsnnfellasxa0', 'hang', 'around', 'littl', 'group', 'talk', 'crazi', 'miss', 'normal', 'feedbackxa0', 'climb', 'rock', 'forget', 'see', 'dont', 'sensexa0god', 'gave', 'goatxa0', 'pleas', 'go', 'back', 'underground', 'stay', 'everyon', 'sake']","['reallyxa0', 'seriouslyxa0', 'peopl', 'thowin', 'trash', 'road', 'aint', 'rightxa0', 'ya', 'thinkxa0', 'nobl', 'knight', 'go', 'someth', 'somethin', 'aint', 'rightxa0', 'ya', 'think', 'oh', 'anyth', 'els', 'aint', 'rightxa0xa0', 'mental', 'moral', 'giantsnnfellasxa0', 'hang', 'around', 'littl', 'group', 'talk', 'crazi', 'miss', 'normal', 'feedbackxa0', 'climb', 'rock', 'forget', 'see', 'dont', 'sensexa0god', 'gave', 'goatxa0', 'pleas', 'go', 'back', 'underground', 'stay', 'everyon', 'sake']"
3781,0,,1 this is a sham to begin with because there is no law in existence which keeps homosexual people from spending their lives together in anyway they see fit  this is a manufactured injustice in attempt to force people to call them normaln2 to answer your question directly once you blur the lines to make one group of people feel better about themselves  pretend that men marrying men or women marrying women is normal  then who is the next group waiting for their chance to blur the lines furthernnthe question really becomes why have any lines at allxc2xa0 what is marriage after allnthat is why a man leaves his father and mother and is united to his wife and they become one fleshxc2xa0 genesis 224nwhether you regard the bible as a moral authority it does show that the concept of marriage was between a man and a woman as far back as at least 6000 years  i think that makes it fairly well establishednnthere are a lot of people in the world who desire evil  people who want to live their lives pursuing feeling good  these people use drugs child molestation rape  anything that makes them feel good for the momentxc2xa0 how is that different from homosexualityxc2xa0 this is something that is clearly not by design yet it makes you feel good  so do you do whats right or do you do what makes you feel goodnin your pursuit of doing what makes you feel good rather than what is right you do it long enough and then you say that guilty feeling is because of other people and that you need to force them to change because after all its totally normal that you are doing what you are doing  rationalization nnyou may not believe in an ultimate authority but what happens when you have helped convert the whole world to your way of thinking  reduced any shred of morality to the lowest common denominatorxc2xa0 when all of us are free to pursue whatever lust happens to pop into our hearts when we wake up in the morningxc2xa0 its already happening now really  schools are pushing harder and harder for younger and younger kids to be instructed in every last detail of the most pornographic forms of sex  desensitizing the nationxc2xa0 why,"['1', 'sham', 'begin', 'law', 'existence', 'keeps', 'homosexual', 'people', 'spending', 'lives', 'together', 'anyway', 'see', 'fit', 'manufactured', 'injustice', 'attempt', 'force', 'people', 'call', 'normaln2', 'answer', 'question', 'directly', 'blur', 'lines', 'make', 'one', 'group', 'people', 'feel', 'better', 'pretend', 'men', 'marrying', 'men', 'women', 'marrying', 'women', 'normal', 'next', 'group', 'waiting', 'chance', 'blur', 'lines', 'furthernnthe', 'question', 'really', 'becomes', 'lines', 'allxc2xa0', 'marriage', 'allnthat', 'man', 'leaves', 'father', 'mother', 'united', 'wife', 'become', 'one', 'fleshxc2xa0', 'genesis', '224nwhether', 'regard', 'bible', 'moral', 'authority', 'show', 'concept', 'marriage', 'man', 'woman', 'far', 'back', 'least', '6000', 'years', 'think', 'makes', 'fairly', 'well', 'establishednnthere', 'lot', 'people', 'world', 'desire', 'evil', 'people', 'want', 'live', 'lives', 'pursuing', 'feeling', 'good', 'people', 'use', 'drugs', 'child', 'molestation', 'rape', 'anything', 'makes', 'feel', 'good', 'momentxc2xa0', 'different', 'homosexualityxc2xa0', 'something', 'clearly', 'design', 'yet', 'makes', 'feel', 'good', 'whats', 'right', 'makes', 'feel', 'goodnin', 'pursuit', 'makes', 'feel', 'good', 'rather', 'right', 'long', 'enough', 'say', 'guilty', 'feeling', 'people', 'need', 'force', 'change', 'totally', 'normal', 'rationalization', 'nnyou', 'may', 'believe', 'ultimate', 'authority', 'happens', 'helped', 'convert', 'whole', 'world', 'way', 'thinking', 'reduced', 'shred', 'morality', 'lowest', 'common', 'denominatorxc2xa0', 'us', 'free', 'pursue', 'whatever', 'lust', 'happens', 'pop', 'hearts', 'wake', 'morningxc2xa0', 'already', 'happening', 'really', 'schools', 'pushing', 'harder', 'harder', 'younger', 'younger', 'kids', 'instructed', 'every', 'last', 'detail', 'pornographic', 'forms', 'sex', 'desensitizing', 'nationxc2xa0']","['1', 'sham', 'begin', 'law', 'exist', 'keep', 'homosexu', 'peopl', 'spend', 'live', 'togeth', 'anyway', 'see', 'fit', 'manufactur', 'injustic', 'attempt', 'forc', 'peopl', 'call', 'normaln2', 'answer', 'question', 'direct', 'blur', 'line', 'make', 'one', 'group', 'peopl', 'feel', 'better', 'pretend', 'men', 'marri', 'men', 'women', 'marri', 'women', 'normal', 'next', 'group', 'wait', 'chanc', 'blur', 'line', 'furthernnth', 'question', 'realli', 'becom', 'line', 'allxc2xa0', 'marriag', 'allnthat', 'man', 'leav', 'father', 'mother', 'unit', 'wife', 'becom', 'one', 'fleshxc2xa0', 'genesi', '224nwhether', 'regard', 'bibl', 'moral', 'author', 'show', 'concept', 'marriag', 'man', 'woman', 'far', 'back', 'least', '6000', 'year', 'think', 'make', 'fair', 'well', 'establishednnther', 'lot', 'peopl', 'world', 'desir', 'evil', 'peopl', 'want', 'live', 'live', 'pursu', 'feel', 'good', 'peopl', 'use', 'drug', 'child', 'molest', 'rape', 'anyth', 'make', 'feel', 'good', 'momentxc2xa0', 'differ', 'homosexualityxc2xa0', 'someth', 'clear', 'design', 'yet', 'make', 'feel', 'good', 'what', 'right', 'make', 'feel', 'goodnin', 'pursuit', 'make', 'feel', 'good', 'rather', 'right', 'long', 'enough', 'say', 'guilti', 'feel', 'peopl', 'need', 'forc', 'chang', 'total', 'normal', 'ration', 'nnyou', 'may', 'believ', 'ultim', 'author', 'happen', 'help', 'convert', 'whole', 'world', 'way', 'think', 'reduc', 'shred', 'moral', 'lowest', 'common', 'denominatorxc2xa0', 'us', 'free', 'pursu', 'whatev', 'lust', 'happen', 'pop', 'heart', 'wake', 'morningxc2xa0', 'alreadi', 'happen', 'realli', 'school', 'push', 'harder', 'harder', 'younger', 'younger', 'kid', 'instruct', 'everi', 'last', 'detail', 'pornograph', 'form', 'sex', 'desensit', 'nationxc2xa0']","['1', 'sham', 'begin', 'law', 'exist', 'keep', 'homosexu', 'peopl', 'spend', 'live', 'togeth', 'anyway', 'see', 'fit', 'manufactur', 'injustic', 'attempt', 'forc', 'peopl', 'call', 'normaln2', 'answer', 'question', 'direct', 'blur', 'line', 'make', 'one', 'group', 'peopl', 'feel', 'better', 'pretend', 'men', 'marri', 'men', 'women', 'marri', 'women', 'normal', 'next', 'group', 'wait', 'chanc', 'blur', 'line', 'furthernnth', 'question', 'realli', 'becom', 'line', 'allxc2xa0', 'marriag', 'allnthat', 'man', 'leav', 'father', 'mother', 'unit', 'wife', 'becom', 'one', 'fleshxc2xa0', 'genesi', '224nwhether', 'regard', 'bibl', 'moral', 'author', 'show', 'concept', 'marriag', 'man', 'woman', 'far', 'back', 'least', '6000', 'year', 'think', 'make', 'fair', 'well', 'establishednnther', 'lot', 'peopl', 'world', 'desir', 'evil', 'peopl', 'want', 'live', 'live', 'pursu', 'feel', 'good', 'peopl', 'use', 'drug', 'child', 'molest', 'rape', 'anyth', 'make', 'feel', 'good', 'momentxc2xa0', 'differ', 'homosexualityxc2xa0', 'someth', 'clear', 'design', 'yet', 'make', 'feel', 'good', 'what', 'right', 'make', 'feel', 'goodnin', 'pursuit', 'make', 'feel', 'good', 'rather', 'right', 'long', 'enough', 'say', 'guilti', 'feel', 'peopl', 'need', 'forc', 'chang', 'total', 'normal', 'ration', 'nnyou', 'may', 'believ', 'ultim', 'author', 'happen', 'help', 'convert', 'whole', 'world', 'way', 'think', 'reduc', 'shred', 'moral', 'lowest', 'common', 'denominatorxc2xa0', 'us', 'free', 'pursu', 'whatev', 'lust', 'happen', 'pop', 'heart', 'wake', 'morningxc2xa0', 'alreadi', 'happen', 'realli', 'school', 'push', 'harder', 'harder', 'younger', 'younger', 'kid', 'instruct', 'everi', 'last', 'detail', 'pornograph', 'form', 'sex', 'desensit', 'nationxc2xa0']"
3782,0,20120620164752Z,i dont know why you lot are complaining about mr barroso of course he is unelected he is a communist commissar for gods sake they are appointed not elected by the people because thats not howxa0the true democracy of the workers works xa0just work hard pay your taxes then give them to him through hmrc and the lib demsxa0to spend as he sees fit dont worry communist commissars do not make mistakes he will spend your hard earned cash very carefully dont you know how lucky you are to have him and another thing also be thankful for that other commissar comrade rumpy pumpy and please dontxa0describe him as a cross between et and a lettuce leaf otherwise its the gulag correction centre for you,"['dont', 'know', 'lot', 'complaining', 'mr', 'barroso', 'course', 'unelected', 'communist', 'commissar', 'gods', 'sake', 'appointed', 'elected', 'people', 'thats', 'howxa0the', 'true', 'democracy', 'workers', 'works', 'xa0just', 'work', 'hard', 'pay', 'taxes', 'give', 'hmrc', 'lib', 'demsxa0to', 'spend', 'sees', 'fit', 'dont', 'worry', 'communist', 'commissars', 'make', 'mistakes', 'spend', 'hard', 'earned', 'cash', 'carefully', 'dont', 'know', 'lucky', 'another', 'thing', 'also', 'thankful', 'commissar', 'comrade', 'rumpy', 'pumpy', 'please', 'dontxa0describe', 'cross', 'et', 'lettuce', 'leaf', 'otherwise', 'gulag', 'correction', 'centre']","['dont', 'know', 'lot', 'complain', 'mr', 'barroso', 'cours', 'unelect', 'communist', 'commissar', 'god', 'sake', 'appoint', 'elect', 'peopl', 'that', 'howxa0th', 'true', 'democraci', 'worker', 'work', 'xa0just', 'work', 'hard', 'pay', 'tax', 'give', 'hmrc', 'lib', 'demsxa0to', 'spend', 'see', 'fit', 'dont', 'worri', 'communist', 'commissar', 'make', 'mistak', 'spend', 'hard', 'earn', 'cash', 'care', 'dont', 'know', 'lucki', 'anoth', 'thing', 'also', 'thank', 'commissar', 'comrad', 'rumpi', 'pumpi', 'pleas', 'dontxa0describ', 'cross', 'et', 'lettuc', 'leaf', 'otherwis', 'gulag', 'correct', 'centr']","['dont', 'know', 'lot', 'complain', 'mr', 'barroso', 'cours', 'unelect', 'communist', 'commissar', 'god', 'sake', 'appoint', 'elect', 'peopl', 'that', 'howxa0th', 'true', 'democraci', 'worker', 'work', 'xa0just', 'work', 'hard', 'pay', 'tax', 'give', 'hmrc', 'lib', 'demsxa0to', 'spend', 'see', 'fit', 'dont', 'worri', 'communist', 'commissar', 'make', 'mistak', 'spend', 'hard', 'earn', 'cash', 'care', 'dont', 'know', 'lucki', 'anoth', 'thing', 'also', 'thank', 'commissar', 'comrad', 'rumpi', 'pumpi', 'pleas', 'dontxa0describ', 'cross', 'et', 'lettuc', 'leaf', 'otherwis', 'gulag', 'correct', 'centr']"
3783,0,,shows how difficult it is to come outna lot of gay people hate themselves because of how we treat one another  and that suxnni think revolt_today hates himself,"['shows', 'difficult', 'come', 'outna', 'lot', 'gay', 'people', 'hate', 'treat', 'one', 'another', 'suxnni', 'think', 'revolt_today', 'hates']","['show', 'difficult', 'come', 'outna', 'lot', 'gay', 'peopl', 'hate', 'treat', 'one', 'anoth', 'suxnni', 'think', 'revolt_today', 'hate']","['show', 'difficult', 'come', 'outna', 'lot', 'gay', 'peopl', 'hate', 'treat', 'one', 'anoth', 'suxnni', 'think', 'revolt_today', 'hate']"
